,IATA,ICAO,Airline,Call sign,Country/Region,Comments
4716,,MTL,RAF-Avia,MITAVIA,Latvia,
4717,,WES,Rainbow International Airlines,WEST INDIAN,United States,
4718,,RJT,RA Jet Aeroservicios,RA JET,Mexico,
4719,,RAJ,Raji Airlines,RAJI,Pakistan,
4720,,RKM,RAK Airways,RAKAIR,United Arab Emirates,
4721,,RFA,Raleigh Flying Service,RALEIGH SERVICE,United States,
4722,,REX,Ram Air Freight,RAM EXPRESS,United States,
4723,,RMT,Ram Aircraft Corporation,RAM FLIGHT,United States,
4724,,PPK,Ramp 66,PELICAN,United States,
4725,,RGM,Rangemile Limited,RANGEMILE,United Kingdom,
4726,,MWR,Raslan Air Service,RASLAN,Egypt,
4727,,RAQ,Rath Aviation,RATH AVIATION,Austria,
4728,,CSM,Ratkhan Air,LORRY,Kazakhstan,
4729,,RVR,Raven Air,RAVEN,United Kingdom,
4730,,RVN,Raven Air,RAVEN U-S,United States,Qualiflight Training
4731,7H,RVF,Ravn Alaska,RAVEN FLIGHT,United States,2014[51]
4732,,REI,Ray Aviation,RAY AVIATION,Israel,
4733,,RYT,Raya Jet,,Jordan,
4734,,RTN,Raytheon Aircraft Company,RAYTHEON,United States,
4735,,RCJ,Raytheon Corporate Jets,NEWPIN,United Kingdom,
4736,,KSS,Raytheon Travel Air,KANSAS,United States,
4737,,RCB,Real Aero Club De Baleares,BALEARES,Spain,
4738,,CDT,Real Aero Club de Reus-Costa Dorado,AEROREUS,Spain,
4739,,RCD,Real Aeroclub De Tenerife,AEROCLUB,Spain,
4740,,VCB,Real Aero Club de Vizcaya,,Spain,
4741,,RLV,Real Aviation,REAL,Ghana,
4742,,REB,Rebus,REBUS,Bulgaria,
4743,,RTO,Rectimo Air Transports,RACCOON,France,
4744,,RIX,Rectrix Aviation,RECTRIX,United States,
4745,,PSH,Red Aviation,PASSION,United Kingdom,(Helidrome Limited)
4746,,RBN,Red Baron Aviation,RED BARON,United States,
4747,,DEV,Red Devils Parachute Display Team,RED DEVILS,United Kingdom,
4748,,RDV,Red Sea Aviation,RED AVIATION,Egypt,
4749,,RSV,Red Sky Ventures,RED SKY,Namibia,
4750,,STR,Red Star,STARLINE,United Arab Emirates,
4751,8L,RHC,Redhill Aviation,REDAIR,United Kingdom,
4752,,VRD,Virgin America,REDWOOD,United States,
4753,,RAV,Reed Aviation,REED AVIATION,United Kingdom,
4754,,REF,Reef Air,REEF AIR,New Zealand,
4755,V4,REK,Reem Air,REEM AIR,Kyrgyzstan,
4756,,RVV,Reeve Aleutian Airways,REEVE,United States,defunct
4757,,RBH,Regal Bahamas International Airways,CALYPSO,Bahamas,
4758,,RGY,Regency Airlines,REGENCY,United States,
4759,,RAH,Regent Air,REGENT,Canada,
4760,RX,RGE,Regent Airways,REGENT,Bangladesh,
4761,,RAG,Regio Air,GERMAN LINK,Germany,
4762,,RGR,Region Air,REGIONAIR,Canada,
4763,YS,RAE,Régional,REGIONAL EUROPE,France,
4764,,TSH,"R1 Airlines, previously Regional 1",TRANSCANADA,Canada,
4765,,RIL,Regional Air,,Mauritania,
4766,,REW,Regional Air Express,REGIONAL WINGS,Germany,
4767,,REG,Regional Air Services,REGIONAL SERVICES,Tanzania,
4768,FN,RGL,Regional Air Lines,MAROC REGIONAL,Morocco,
4769,ZL,RXA,Regional Express,REX,Australia,
4770,,JJM,Regional Geodata Air,GEODATA,Spain,
4771,P7,REP,Regional Paraguaya,REGIOPAR,Paraguay,Defunct
4772,3C,CEA,RegionsAir,CORP-X,United States,formerly Corporate Airlines
4773,,REL,Reliance Aviation,RELIANCE AIR,United States,
4774,,RLT,Reliant Airlines,RELIANT,United States,
4775,,RTS,Relief Transport Services,RELIEF,United Kingdom,
4776,,RAN,Renan,RENAN,Moldova,
4777,QQ,ROA,Reno Air,RENO AIR,United States,defunct
4778,,RGS,Renown Aviation,RENOWN,United States,
4779,RC,REP,Republic Airlines,REPUBLIC,United States,"defunct; 1979–1986, merged with Northwest Airlines"
4780,RW,RPA,Republic Airways,BRICKYARD,United States,
4781,RH,RPH,Republic Express Airlines,PUBLIC EXPRESS,Indonesia,
4782,,RBC,Republicair,REPUBLICAIR,Mexico,
4783,,RST,Resort Air,RESORT AIR,United States,
4784,,RUT,Reut Airways,YADID,Israel,
4785,,RGV,RG Aviation,,Venezuela,2014[51]
4786,,RDS,Rhoades Aviation,RHOADES EXPRESS,United States,
4787,,RIU,Riau Airlines,RIAU AIR,Indonesia,
4788,,RIA,Rich International Airways,RICHAIR,United States,
4789,,RVC,Richards Aviation,RIVER CITY,United States,
4790,,RIC,Richardson's Airway,RICHARDSON,United States,
4791,,RCA,Richland Aviation,RICHLAND,United States,
4792,,WHH,Richy Skylark,,Sri Lanka,2014[51]
4793,,HPR,Rick Lucas Helicopters,HELIPRO,New Zealand,
4794,C7,RLE,Rico Linhas Aéreas,RICO,Brazil,
4795,,RID,Ridder Avia,AKRID,Kazakhstan,
4796,,RAK,Riga Airclub,SPORT CLUB,Latvia,
4797,,RAZ,Rijnmond Air Services,RIJNMOND,Netherlands,
4798,,POL,Rikspolisstyrelsen,,Sweden,
4799,,RIM,Rimrock Airlines,RIMROCK,United States,
4800,,SKA,Rio Air Express,RIO EXPRESS,Brazil,
4801,,REO,Rio Airways,RIO,United States,
4802,E2,GRN,Rio Grande Air,GRANDE,United States,defunct
4803,RL,RIO,Rio Linhas Aéreas,RIO,Brazil,
4804,SL,RSL,Rio Sul Serviços Aéreos Regionais,RIO SUL,Brazil,defunct
4805,,RVM,River Ministries Air Charter,RIVER,South Africa,
4806,,RGP,River State Government of Nigeria,GARDEN CITY,Nigeria,
4807,,UNR,Rivne Universal Avia,RIVNE UNIVERSAL,Ukraine,
4808,,RDL,Roadair Lines,ROADAIR,Canada,
4809,,RBT,Robinton Aero,ROBIN,Dominican Republic,
4810,V2,RBY,Vision Airlines,RUBY,United States,Charter Airline and Las Vegas Tours
4811,,ROX,Roblex Aviation,ROBLEX,United States,
4812,,RKW,Rockwell Collins Avionics,ROCKWELL,United States,
4813,,ROC,Rocky Mountain Airlines,,Canada,
4814,,RMA,Rocky Mountain Airways,ROCKY MOUNTAIN,United States,
4815,,LIF,Rocky Mountain Holdings,LIFECARE,United States,
4816,,RDZ,Rodze Air,RODZE AIR,Nigeria,
4817,,FAD,Rog-Air,AIR FRONTIER,Canada,
4818,,RRZ,Rollright Aviation,ROLLRIGHT,United Kingdom,
4819,,RRL,Rolls-Royce Limited,MERLIN,United Kingdom,Military Aviation
4820,,BTU,Rolls-Royce plc,ROLLS,United Kingdom,Rolls Royce Bristol Engine Division
4821,,ROF,Romanian Air Force,ROMAF,Romania,
4822,,RMV,Romavia,AEROMAVIA,Romania,
4823,,RNS,Ronso,RONSO,Mexico,
4824,,ROR,Roraima Airways,RORAIMA,Guyana,
4825,,KRS,Rosen Aviation,,Japan,2014[51]
4826,,RNB,Rosneft-Baltika,ROSBALT,Russia,
4827,,NRG,Ross Aviation,ENERGY,United States,
4828,,RFS,Rossair,,Australia,
4829,,RSS,Rossair,ROSS CHARTER,South Africa,
4830,,ROS,Rossair Europe,CATCHER,Netherlands,
4831,FV,SDM,Rossiya,RUSSIA,Russia,Airline merged with Pulkovo Aviation Enterprise and renamed to Rossiya
4832,,RAL,Roswell Airlines,ROSWELL,United States,
4833,GZ,RAR,Air Rarotonga,AIR RAROTONGA,Cook Islands,
4834,,RTR,Rotatur,ROTATUR,Brazil,
4835,,RKT,Rotormotion,ROCKET,United Kingdom,
4836,,JCR,Rotterdam Jet Center,ROTTERDAM JETCENTER,Netherlands,
4837,,ROV,Rover Airways International,ROVERAIR,United States,
4838,,VOS,Rovos Air,ROVOS,South Africa,
4839,,RCG,Royal Air Cargo,ROYAL CARGO,South Africa,
4840,RR,RFR,Royal Air Force,RAFAIR,United Kingdom,
4841,RS,MJN,Royal Air Force of Oman,MAJAN,Oman,
4842,,ACW,Royal Air Force,AIR CADET,United Kingdom,Air Cadet Schools
4843,,RRR,Royal Air Force,ASCOT,United Kingdom,RAF HQSTC (Air Transport)
4844,,RRF,Royal Air Force,KITTY,United Kingdom,RAF positioning flights
4845,,SHF,Royal Air Force,VORTEX,United Kingdom,Support Helicopter Force
4846,,RAX,Royal Air Freight,AIR ROYAL,United States,
4847,AT,RAM,Royal Air Maroc,ROYALAIR MAROC,Morocco,
4848,R0,RPK,Royal Airlines,ROYAL PAKISTAN,Pakistan,
4849,,RLM,Royal American Airways,ROYAL AMERICAN,United States,
4850,V5,RYL,Royal Aruban Airlines,ROYAL ARUBAN,Aruba,
4851,,ASY,Royal Australian Air Force,AUSSIE,Australia,Used by RAAF units internationally
4852,,RXP,Royal Aviation Express,ROY EXPRESS,Canada,
4853,,RYB,Royal Bahrain Airlines,ROYAL BAHRAIN,Bahrain,
4854,BI,RBA,Royal Brunei Airlines,BRUNEI,Brunei,
4855,,KDR,Royal Daisy Airlines,DARLINES,Uganda,
4856,,RGA,Royal Ghanaian Airlines,ROYAL GHANA,Ghana,
4857,,ROJ,Royal Jet,ROYALJET,United Arab Emirates,
4858,RJ,RJA,Royal Jordanian,JORDANIAN,Jordan,
4859,,RJZ,Royal Jordanian Air Force,JORDAN AIR FORCE,Jordan,
4860,RK,RCT,Skyview Airways,GREENSKY,THAILAND,2014[51]
4861,RK,RKH,Royal Khmer Airlines,KHMER AIR,Cambodia,
4862,,RMF,Royal Malaysian Air Force,ANGKASA,Malaysia,
4863,,NVY,Royal Navy,NAVY,United Kingdom,
4864,,NRN,Royal Netherland Navy,NETHERLANDS NAVY,Netherlands,Koninklijke Marine
4865,,NAF,Royal Netherlands Air Force,NETHERLANDS AIR FORCE,Netherlands,
4866,,KIW,Royal New Zealand Air Force,KIWI,New Zealand,
4867,,NOW,Royal Norwegian Air Force,NORWEGIAN,Norway,
4868,,ROP,Royal Oman Police,,Oman,
4869,RL,PPW,Royal Phnom Penh Airways,PHNOM-PENH AIR,Cambodia,
4870,,RRA,Royal Rwanda Airlines,ROYAL RWANDA,Rwanda,
4871,,RSF,Royal Saudi Air Force,ARSAF,Saudi Arabia,
4872,RR,RYS,Buzz (Ryanair),MAGIC SUN,Poland,
4873,,RSN,Royal Swazi National Airways,SWAZI NATIONAL,Eswatini,
4874,WR,HRH,Royal Tongan Airlines,TONGA ROYAL,Tonga,
4875,,RWE,Royal West Airlines,ROYAL WEST,United States,
4876,,RSB,Rubystar,RUBYSTAR,Belarus,
4877,,RLH,Ruili Airlines,SENDI,China,
4878,,RMG,Rumugu Air & Space Nigeria,RUMUGU AIR,Nigeria,
4879,,RUR,Rusaero,,Russia,
4880,,KLE,Rusaero,,Russia,Centre for Civil Aviation Services
4881,,CGI,Rusair JSAC,CGI-RUSAIR,Russia,
4882,,RUH,Rusich-T,,Russia,
4883,,RLU,Rusline,RUSLINE AIR,Russia,
4884,,MIG,Russian Aircraft Corporation-MiG,MIG AVIA,Russia,
4885,,RFF,Russian Federation Air Force,RUSSIAN AIRFORCE,Russia,
4886,P7,ESL,Russian Sky Airlines,RADUGA,Russia,
4887,,RUZ,Rusuertol,ROSTUERTOL,Russia,
4888,,RUC,Rutas Aéreas,RUTACA,Venezuela,
4889,,RND,Rutland Aviation,RUTLAND,United Kingdom,
4890,,RUA,Rwanda Airlines,,Rwanda,
4891,,RWA,Rwanda Airways,,Rwanda,
4892,WB,RWD,Rwandair Express,RWANDAIR,Rwanda,
4893,,RWL,RWL Luftfahrtgesellschaft,RHEINTRAINER,Germany,
4894,7S,RCT,Ryan Air Services,ARCTIC TRANSPORT,United States,
4895,,RYA,Ryan Air Services,RYAN AIR,United States,
4896,RD,RYN,Ryan International Airlines,RYAN INTERNATIONAL,United States,
4897,FR,RYR,Ryanair,RYANAIR,Ireland,
4898,RK,RUK,Ryanair UK,BLUEMAX,United Kingdom,
4899,,RYZ,Ryazan State Air Enterprise,RYAZAN AIR,Russia,
4900,,RAA,Rynes Aviation,RYNES AVIATION,United States,
4901,,REV,RVL Group,ENDURANCE,United Kingdom,
4902,RT,BUG,UVT Aero,,Russia,
4903,,OMN,Servicios Aereos Ominia,SERVIOMNIA,Mexico,2014[52]
4904,,SEN,Servicios de Aviacion Sierra,SERVISIERRA,Mexico,2014[52]
4905,,SGC,SGC Aviation,SAINT GEORGE,Austria,2014[52]
4906,,SCJ,Siamjet Aviation,SIAMJET,Thailand,2014[52]
4907,,SIX,Sixt Rent A Car,DRIVE ORANGE,United States,2014[52]
4908,,SOG,Solenta Aviation Ghana,,Ghana,2014[52]
4909,,QSR,SR Jet,SPARKLE ROLL,China,2014[52]
4910,SS,CRL,Corsairfly,CORSAIR,France,
4911,,KBN,Spiracha Aviation,KABIN,Thailand,2014[52]
4912,,CBN,"Southern Illinois University as ""Aviation Flight""",CARBONDALE,United States,Allocated in 2014[53]
4913,,IBG,Springfield Air,ICE BRIDGE,United States,Allocated 2014[54]
4914,,BZQ,Seneca College,STING,Canada,Allocated 2014[55]
4915,,BVV,Sparc Avia,SPARC,Russia,
4916,,SJM,Sino Jet Management,SINO SKY,China,
4917,,SCH,Seychelles Airlines,OCEAN BIRD,Seychelles,
4918,,BYF,San Carlos Flight Center,BAY FLIGHT,United States,
4919,,SXT,Servicios de Taxi Aereos,SERTAXI,Mexico,
4920,TR,TGW,Scoot,SCOOTER,Singapore,Former IATA: TZ Former ICAO: SCO; Adopted Tigerair codes after their merger
4921,IJ,SJO,Spring Airlines Japan,JEY SPRING,Japan,
4922,,SBD,SIBIA Aircompany Ltd,SIBIA,Russia,
4923,6Y,ART,Smartlynx Airlines,SMART LYNX,Latvia,
4924,,MYX,Smartlynx Airlines Estonia,TALLINN CAT,Estonia,
4925,QS,TVS,Smartwings,SKYTRAVEL,Czech Republic,formerly named Travel Service
4926,7O,TVL,Smartwings Hungary,TRAVEL SERVICE,Hungary,formerly named Travel Service Hungary
4927,3Z,TVP,Smartwings Poland,JETTRAVEL,Poland,formerly named Travel Service Poland
4928,6D,TVQ,Smartwings Slovakia,SLOVAKTRAVEL,Slovakia,formerly named Travel Service Slovakia
4929,,DES,Servicios Aereos Especializados Destina,DESTINA,Mexico,
4930,,LSV,Slovenian Ministry of Defence,,Slovenia,
4931,,FUF,Servicios Aereos Fun Fly,SERVIFUN,Mexico,
4932,E3,VGO,Sabaidee Airways,VIRGO,Thailand,
4933,,SAQ,Safe Air Company,,Kenya,
4934,,SMU,Sanborn Map Company,SPRINGER,United States,
4935,,RBR,Siam Airnet,SIAM AIRNET,Thailand,
4936,,SVB,Siavia,SIAVIA,Slovenia,
4937,,MHQ,Skargardshavets Helikoptertjanst,HELICARE,Finland,
4938,,BIS,Sky Bishek,JUMA AIR,Kyrgyzstan,
4939,,SYH,Sky Handling,,Ukraine,
4940,GG,KYE,Sky Lease Cargo,SKY CUBE,United States,
4941,,KPM,Sky Prim Air,SKY PRIMAIR,Molodva,
4942,,BSJ,Skybus Jet,SKYBUS JET,Bahamas,
4943,GW,SGR,SkyGreece Airlines,SKYGREECE,Greece,defunct
4944,,USW,Special Aviation Works,AKSAR,Uzbekistan,
4945,SH,SHA,Sharp Airlines,SHARP,Australia,Uses unregistered ICAO & IATA.
4946,N9,SHA,Shree Airlines,SHREEAIR,Nepal,
4947,7E,AWU,Sylt Air GmbH,SYLT-AIR,Germany,
4948,,BDS,South Asian Airlines,SOUTH ASIAN,Bangladesh,
4949,OL,SZB,Samoa Air,SAMOA,Samoa,
4950,,BEC,State Air Company Berkut,,Kazakhstan,
4951,S4,RZO,SATA International,AIR AZORES,Portugal,
4952,SA,SAA,South African Airways,SPRINGBOK,South Africa,
4953,,KYD,Sky Messaging,SKYAD,South Africa,
4954,,SAB,Sky Way Air,SKY WORKER,Kyrgyzstan,
4955,KV,SKV,Sky Regional Airlines,MAPLE,Canada,
4956,,SAC,SASCO Airlines,SASCO,Sudan,
4957,,SAG,SOS Flygambulans,MEDICAL AIR,Sweden,
4958,W7,SAH,Sayakhat Airlines,SAYAKHAT,Kazakhstan,
4959,NL,SAI,Shaheen Air,SHAHEEN AIR,Pakistan,
4960,MM,SAM,SAM Colombia,SAM,Colombia,Sociedad Aeronáutica De Medellín
4961,,SAN,Servicios Aéreos Nacionales (SAN),AEREOS,Ecuador,defunct
4962,,SAO,Sahel Aviation Service,SAVSER,Mali,
4963,,ANX,Secretaria de Marina,SECRETARIA DEMARINA,Mexico,
4964,,SAQ,Springbank Aviation,SPRINGBANK,Canada,
4965,SK,SAS,Scandinavian Airlines,SCANDINAVIAN,"Sweden, Denmark and Norway",
4966,,SAV,Samal Air,,Kazakhstan,
4967,,SAW,Sham Wing Airlines,SHAMWING,Syrian Arab Republic,
4968,,SAX,Sabah Air,SABAH AIR,Malaysia,
4969,,SAY,ScotAirways,SUCKLING,United Kingdom,
4970,,SAZ,Swiss Air-Ambulance,SWISS AMBULANCE,Switzerland,
4971,,SBA,SOL Linhas Aéreas,SOL,Brazil,
4972,PI,SGU,Sol del Paraguay,SOLPARAGUAYO,Paraguay,
4973,,SBA,STA-MALI,STA-MALI,Mali,defunct
4974,,SBB,Steinman Aviation,SABER EXPRESS,United States,
4975,UG,SEN,SevenAir,S-BAR,United States,
4976,,SBF,Seven Bar Flying Service,SEVENAIR,Tunisia,
4977,,SBG,Sabre Incorporated,,United States,
4978,S7,SBI,S7 Airlines,SIBERIAN AIRLINES,Russia,
4979,,SBL,Sobel Airlines of Ghana,SOBGHANA,Ghana,
4980,Q7,SBM,SkyBahamas,SKY BAHAMAS,Bahamas,
4981,,SBO,Stabo Air,STABAIR,Zambia,
4982,,SBQ,SmithKline Beecham Clinical Labs,SKIBBLE,United States,
4983,,SBR,Saber Aviation,FREIGHTER,United States,
4984,BB,SBS,Seaborne Airlines,SEABORNE,United States,
4985,PV,SBU,St Barth Commuter,BLACK FIN,France,
4986,,URJ,Star Air,STARAV,Pakistan,
4987,S5,SDG,Star Air (India),HISTAR,India,
4988,JX,SJX,Starlux Airlines,STARWALKER,Taiwan,
4989,,SBZ,Scibe Airlift,SCIBE AIRLIFT,Democratic Republic of the Congo,
4990,,AME,Spanish Air Force,AIRMIL,Spain,
4991,,SCA,South Central Air,SOUTH CENTRAL,United States,
4992,,SCC,Seacoast Airlines,SEA-COASTER,United States,
4993,K5,SQH,SeaPort Airlines,SASQUATCH,United States,Former airline: Wings of Alaska now part of SeaPort Airlines. Alternative callsign: WINGS (for VFR flights only). Former ICAO code: WAK.
4994,,SCE,Scenic Airlines,SCENIC,United States,
4995,,SCF,Socofer,SOCOFER,Angola,
4996,,SCI,Servicios Aéreos San Cristóbal,SAN CRISTOBAL,Mexico,
4997,,SCK,Sky Cam,SKYCAM,France,
4998,W3,SCL,Switfair Cargo,SWIFTAIR,Canada,
4999,,SCB,Saigon Capital Aircraft Management,SAIGON,Netherlands,
5000,,SCN,South American Airlines,SOUTH AMERICAN,Peru,
5001,,AHI,Servicios Aéreos de Chihuahua Aerochisa,AEROCHISA,Mexico,
5002,FP,AND,Servicios Aéreos de los Andes,SERVI ANDES,Peru,2014[52]
5003,,SCP,Scorpio Aviation,SCORPIO,Egypt,
5004,,SCQ,OSM Aviation Academy,SCAVAC,"Norway, Sweden and San Diego",
5005,,SIC,SFS Aviation,SICHART,Thailand,
5006,,SCR,Silver Cloud Air,SILVER CLOUD,Germany,
5007,,SCS,South African Non Scheduled Airways,SOUTHERN CHARTERS,South Africa,
5008,,SCT,SAAB-Aircraft,SAAB-CRAFT,Sweden,
5009,,SCV,Servicios Aéreos Del Centro,SACSA,Mexico,
5010,SY,SCX,Sun Country Airlines,SUN COUNTRY,United States,
5011,,SDA,St. Andrews Airways,SAINT ANDREWS,Canada,
5012,,SDB,Sukhoi Design Bureau Company,SU-CRAFT,Russia,
5013,,SDC,Sunrise Airlines,SUNDANCE,United States,
5014,,SDD,Skymaster Air Taxi,SKY DANCE,United States,
5015,,SDE,Air Partners Corp.,STAMPEDE,Canada,
5016,,SDF,Sundorph Aeronautical Corporation,SUNDORPH,United States,
5017,,SDH,Servicio De Helicopteros,ARCOS,Spain,
5018,,SDK,SADELCA - Sociedad Aérea Del Caquetá,SADELCA,Colombia,
5019,,SDL,Skydrift,SKYDRIFT,United Kingdom,
5020,,SDN,Spirit of Africa Airlines,BLUE NILE,Sudan,
5021,,SDU,Sud Airlines,SUD LINES,France,
5022,,SDV,Servicios Aéreos Del Vaupes,SELVA,Colombia,
5023,,SDX,Servicio Tecnico Aero De Mexico,SERVICIO TECNICO,Mexico,
5024,,SDZ,Sudan Pezetel for Aviation,SUDANA,Sudan,
5025,,SEA,Southeast Air,SOUTHEAST AIR,United States,
5026,,SEB,Servicios Aéreos Luce,SERVILUCE,Mexico,
5027,,SED,Sedona Air Center,SEDONA AIR,United States,
5028,,SEE,Shaheen Air Cargo,SHAHEEN CARGO,Pakistan,
5029,,SEH,Sky Express,AIR CRETE,Greece,
5030,SG,SEJ,Spicejet,SPICEJET,India,
5031,,SEK,Skyjet,SKALA,Kazakhstan,
5032,,SEL,Sentel Corporation,SENTEL,United States,
5033,,SEO,Selcon Airlines,SELCON AIR,Nigeria,
5034,I6,SEQ,Sky Eyes,SKY EYES,Thailand,
5035,,SES,Servicio Aéreo Saltillo,SERVISAL,Mexico,
5036,EH,SET,SAETA,SAETA,Ecuador,
5037,,SEV,Serair Transworld Press,CARGOPRESS,Spain,
5038,,SFA,SEFA,SEFA,France,"defunct - absorbed into École Nationale de l'Aviation Civile, with new ICAO code NAK"
5039,,SFC,Shuswap Flight Centre,SHUSWAP,Canada,
5040,,SFE,Sefofane Air Charters,SEFOFANE,Botswana,"Rebranded ""Wilderness Air"""
5041,,SFF,Safewings Aviation Company,SWIFTWING,United States,
5042,,SFG,Sun Freight Logistics,AERO GULF,Thailand,
5043,7G,SFJ,Star Flyer,STARFLYER,Japan,
5044,,SFL,Southflight Aviation,SOUTHFLIGHT,New Zealand,
5045,,SFN,Safiran Airlines,SAFIRAN,Iran,
5046,,SFP,Safe Air,SAFE AIR,Pakistan,
5047,FA,SFR,Safair,CARGO,South Africa,
5048,,SFS,Southern Frontier Air Transport,SOUTHERN FRONTIER,Canada,
5049,,SFT,Skyfreight,SKYFREIGHT,United States,
5050,,SFU,Solent Flight,SAINTS,United Kingdom,
5051,,SFX,S.K. Logistics,SWAMP FOX,United States,
5052,,SGB,"Sky King, Inc.",SONGBIRD,United States,
5053,,SGC,Southern Right Air Charter,SOUTHERNRIGHT,South Africa,
5054,,SGD,Sky Gate International Aviation,AIR BISHKEK,Kyrgyzstan,
5055,,SGF,STAC Swiss Government Flights,STAC,Switzerland,
5056,,SGH,Servisair,SERVISAIR,United Kingdom,
5057,,SGI,Servicios Aéreos Agrícolas,SERAGRI,Chile,
5058,,SGK,Skyward Aviation,SKYWARD,Canada,
5059,,SGM,Sky Aircraft Service,SIGMA,Netherlands,
5060,,SGN,Siam GA,SIAM,Thailand,
5061,,SGP,Sagolair Transportes Ejecutivos,SAGOLAIR,Spain,
5062,,SGS,Saskatchewan Government Executive Air Service,SASKATCHEWAN,Canada,
5063,,SGT,Skygate,SKYGATE,Netherlands,
5064,,SGU,Samgau,RAUSHAN,Kazakhstan,
5065,,SGX,Saga Airlines,,Turkey,
5066,N5,SGY,Skagway Air Service,SKAGWAY AIR,United States,
5067,,SHB,Shabair,SHABAIR,Democratic Republic of the Congo,
5068,,SHC,Sky Harbor Air Service,SKY HARBOR CHEYENNE,United States,
5069,,SHD,Sahara Airlines,,Algeria,
5070,,SHE,Shell Aircraft,SHELL,United Kingdom,
5071,,SHG,Shoprite Group,SHOP AIR,United Kingdom,
5072,,SHJ,Sharjah Ruler's Flight,SHARJAH,United Arab Emirates,
5073,,SHK,Shorouk Air,,Egypt,
5074,,SHL,Samson Aviation,SAMSON,United Kingdom,
5075,,SHM,Sheltam Aviation,SHELTAM,South Africa,
5076,,SHN,Shaheen Airport Services,SUGAR ALFA,Pakistan,
5077,,SHO,Sheremetyevo-Cargo,,Russia,
5078,,SHP,Service Aerien Francais,SAF,France,
5079,,SHQ,Shanghai Airlines Cargo,SHANGHAI CARGO,China,
5080,,SHR,Shooter Air Courier,SHOOTER,Canada,
5081,,SHS,Shura Air Transport Services,SHURA AIR,Ethiopia,
5082,HZ,SHU,Sakhalinskie Aviatrassy (SAT),SATAIR,Russia,
5083,SP,SAT,SATA Air Acores,SATA,Portugal,
5084,8S,,Scorpio Aviation,,,
5085,,SHV,Shavano Air,SHAVANO,United States,
5086,,SHW,Shawnee Airline,SHAWNEE,United States,Air South
5087,,SHX,Slim Aviation Services,SLIM AIR,Nigeria,
5088,ZY,SHY,Sky Airlines,ANTALYA BIRD,Turkey,
5089,SQ,SIA,Singapore Airlines,SINGAPORE,Singapore,
5090,5M,SIB,Sibaviatrans,SIBAVIA,Russia,
5091,,SIE,Sierra Express,SEREX,United States,
5092,SI,SIH,Skynet Airlines,BLUEJET,Ireland,2001–2004
5093,,SIJ,Seco International,,Japan,
5094,3M,SIL,Silver Airways,SILVER WINGS,United States,
5095,,SIL,Servicios Aeronáuticos Integrales,SERVICIOS INTEGRALES,Mexico,
5096,,SIM,Star Air,,Sierra Leone,
5097,,SIO,Sirio,SIRIO,Italy,
5098,,SIR,Salair,SALAIR,United States,
5099,,SIS,Saber Airlines,,Egypt,
5100,XS,SIT,SITA,,Belgium,
5101,,SIV,Slovenian Armed Forces,SLOVENIAN,Slovenia,
5102,,SIW,Sirio Executive,SIRIO EXECUTIVE,Italy,
5103,,SJA,Servicios Aéreos Especiales De Jalisco,SERVICIOJAL,Mexico,
5104,,SJC,Servicios Ejecutivos Continental,SERVIEJECUTIVO,Mexico,
5105,,SJE,Sunair 2001,SUNBIZ,South Africa,
5106,,SJJ,Spirit Aviation,SPIRIT JET,United States,
5107,,SJL,Servicios Especiales Del Pacifico Jalisco,SERVICIOS JALISCO,Mexico,
5108,,SJT,Swiss Jet,SWISS JET,Switzerland,
5109,,SJY,Sriwijaya Air,SRIWIJAYA,Indonesia,
5110,ZS,SMY,Sama Airlines,NAJIM,Saudi Arabia,
5111,,ALC,"Southern Jersey Airways, Inc.",ACOM,United States,
5112,,SPS,SPASA,SALDUERO,Spain,
5113,,SPT,Speed Aviation,SPEED AVIATION,Bangladesh,
5114,,SPU,Southeast Airmotive,SPUTTER,United States,
5115,,SPV,Servicios Privados De Aviación,SERVICIOS PRIVADOS,Mexico,
5116,,SPW,Speedwings,SPEEDWING,Switzerland,
5117,,SPX,Service People Gesellschaft für Charter und Service,,Germany,
5118,,SQA,Slovak National Aeroclub,SLOVAK AEROCLUB,Slovakia,
5119,SQ,SQC,Singapore Airlines Cargo,SINGCARGO,Singapore,
5120,,SQF,Slovak Air Force,SLOVAK AIRFORCE,Slovakia,
5121,,SQL,Servicos De Alquiler,ALQUILER,Mexico,
5122,,SRA,Sair Aviation,SAIR,Canada,
5123,,SRC,Searca,SEARCA,Colombia,
5124,FT,SRH,Siem Reap Airways,SIEMREAP AIR,Cambodia,
5125,SX,SRK,Sky Work Airlines,SKYFOX,Switzerland,
5126,SM,SRL,Swedline Express,Starline,Sweden,Ceased operations 2006
5127,,SRL,Servicios Aeronáuticos Aero Personal,SERVICIOS PERSONAL,Mexico,
5128,,SRN,Sirair,SIRAIR,Russia,
5129,,SRO,Servicios Aéreos Ejecutivos Saereo,SAEREO,Ecuador,
5130,,SRQ,South East Asian Airlines,SEAIR,Philippines,Rebranded to Tiger Airways Philippines
5131,,SRS,Selkirk Remote Sensing,PHOTO CHARLIE,Canada,
5132,,SRU,Star Up,STAR-UP,Peru,
5133,,SRW,Sarit Airlines,SARIA,Sudan,
5134,,SRX,Sierra Expressway Airlines,SIERRA EX,United States,
5135,,SRZ,Strato Air Services,STRATO,South Africa,
5136,,SSB,Sasair,SASIR,Canada,
